"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","shape_id"
"12","GO403_1240","GO403_124112","Jamaica","4112","0","149"
"12","GO403_1240","GO403_124114","Jamaica","4114","0","149"
"12","GO403_1240","GO403_124116","Jamaica","4116","0","149"
"12","GO403_1241","GO403_124120","Jamaica","4120","0","149"
"12","GO403_1241","GO403_124122","Jamaica","4122","0","149"
"12","GO403_1241","GO403_124124","Jamaica","4124","0","149"
"12","GO403_1241","GO403_124126","Jamaica","4126","0","149"
"12","GO403_1244","GO403_124128","Jamaica","4128","0","149"
"12","GO403_1244","GO403_124130","Jamaica","4130","0","149"
"12","GO403_1247","GO403_124132","Jamaica","4132","0","149"
"12","GO403_1247","GO403_124134","Jamaica","4134","0","149"
"1","GO403_1273","GO403_126000","Babylon","6000","0","5"
"1","GO403_1273","GO403_126001","Penn Station","6001","0","1"
"1","GO403_1273","GO403_126002","Babylon","6002","0","5"
"1","GO403_1273","GO403_126003","Penn Station","6003","0","2"
"1","GO403_1273","GO403_126004","Babylon","6004","0","5"
"1","GO403_1273","GO403_126005","Penn Station","6005","0","2"
"1","GO403_1273","GO403_126006","Babylon","6006","0","5"
"1","GO403_1273","GO403_126007","Penn Station","6007","0","2"
"1","GO403_1273","GO403_126008","Babylon","6008","0","5"
"1","GO403_1273","GO403_126009","Penn Station","6009","0","2"
"1","GO403_1273","GO403_126010","Babylon","6010","0","5"
"1","GO403_1273","GO403_126011","Penn Station","6011","0","1"
"1","GO403_1273","GO403_126012","Babylon","6012","0","0"
"1","GO403_1273","GO403_126014","Babylon","6014","0","0"
"1","GO403_1273","GO403_126015","Penn Station","6015","0","1"
"1","GO403_1273","GO403_126016","Babylon","6016","0","0"
"1","GO403_1273","GO403_126017","Penn Station","6017","0","2"
"1","GO403_1273","GO403_126018","Babylon","6018","0","0"
"1","GO403_1273","GO403_126019","Penn Station","6019","0","1"
"1","GO403_1273","GO403_126020","Babylon","6020","0","0"
"1","GO403_1273","GO403_126021","Penn Station","6021","0","1"
"1","GO403_1273","GO403_126022","Babylon","6022","0","0"
"1","GO403_1273","GO403_126023","Penn Station","6023","0","1"
"1","GO403_1273","GO403_126024","Babylon","6024","0","0"
"1","GO403_1273","GO403_126025","Penn Station","6025","0","1"
"1","GO403_1273","GO403_126026","Babylon","6026","0","0"
"1","GO403_1273","GO403_126027","Penn Station","6027","0","1"
"1","GO403_1273","GO403_126030","Babylon","6030","0","0"
"1","GO403_1273","GO403_126031","Penn Station","6031","0","1"
"1","GO403_1273","GO403_126032","Babylon","6032","0","0"
"1","GO403_1273","GO403_126033","Penn Station","6033","0","1"
"1","GO403_1273","GO403_126034","Babylon","6034","0","0"
"1","GO403_1273","GO403_126035","Penn Station","6035","0","1"
"1","GO403_1273","GO403_126100","Babylon","6100","0","0"
"1","GO403_1273","GO403_126101","Penn Station","6101","0","1"
"1","GO403_1273","GO403_126102","Babylon","6102","0","0"
"1","GO403_1273","GO403_126103","Penn Station","6103","0","1"
